USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
bach             15225   7.4 18.9 12329648 3178192   ??  S    10:56AM  26:03.18 /Applications/GoLand.app/Contents/MacOS/goland
bach               404   3.1  2.1  5555400 345932   ??  S     4:50PM  53:54.36 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome -psn_0_86037
bach               408   2.3  1.0  5427188 165272   ??  S     4:50PM   2:48.93 /Applications/iTerm.app/Contents/MacOS/iTerm2 -psn_0_94231
bach               679   2.2  0.3 92639428  42832   ??  S     4:51PM  10:12.43 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              1090   1.8  2.6  5643184 434524   ??  S     4:53PM  14:30.21 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach               667   0.8  0.4  4858200  66180   ??  S     4:51PM   5:26.14 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach               409   0.5  0.9 10841472 150288   ??  S     4:50PM   9:02.59 /Applications/SonoAir.app/Contents/MacOS/SonoAir -psn_0_98328
bach              4745   0.4  1.6  5474064 269312   ??  S    10:11PM   4:08.66 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach               776   0.4  0.3  4941760  43028   ??  S     4:51PM   3:46.12 /Applications/The Clock.app/Contents/MacOS/The Clock
bach              8170   0.1  2.9  5456220 484472   ??  S    11:31PM   7:56.62 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach             19232   0.0  0.1  4364320  16980   ??  S    12:52PM   0:00.12 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             19231   0.0  0.1  4366488  16816   ??  S    12:52PM   0:00.14 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             19230   0.0  0.5  4398324  77088   ??  S    12:52PM   0:03.35 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             19204   0.0  0.0  4297032   2472 s007  Ss+  12:52PM   0:00.10 /bin/zsh --login -i
bach             19166   0.0  0.1  4364064  17216   ??  S    12:52PM   0:00.25 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             19165   0.0  0.1  4364064  14956   ??  S    12:52PM   0:00.09 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             19164   0.0  0.1  4364064  15176   ??  S    12:52PM   0:00.10 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             19095   0.0  0.1  4897404  14156   ??  S    12:51PM   0:00.10 /System/Library/Frameworks/QuickLook.framework/Resources/quicklookd.app/Contents/MacOS/quicklookd
bach             18851   0.0  0.1  4399032  14568   ??  S    12:16PM   0:00.44 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
bach             18790   0.0  0.1  4384692  16656   ??  S    12:07PM   0:03.34 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             18789   0.0  0.1  4393512  16500   ??  S    12:07PM   0:03.68 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             18788   0.0  0.1  4382152  16524   ??  S    12:07PM   0:03.55 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             18787   0.0  0.5  4398284  78872   ??  S    12:07PM   0:06.82 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             18539   0.0  0.0  4333896   2372 s006  Ss+  11:46AM   0:00.07 /bin/zsh --login -i
bach             18355   0.0  1.8  5332300 304244   ??  S    11:37AM   1:59.33 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach             18347   0.0  0.3  4816208  45548   ??  S    11:37AM   0:02.17 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach             17814   0.0  0.3  4816208  47376   ??  S    11:11AM   0:00.45 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach             15337   0.0  0.0  4333896   2444 s005  Ss+  11:00AM   0:00.11 /bin/zsh --login -i
bach             15288   0.0  0.1  4412840  17824   ??  Ss   10:57AM   0:03.14 /Applications/Backup and Sync.app/Contents/PlugIns/FinderSyncAPIExtension.appex/Contents/MacOS/FinderSyncAP
bach             15245   0.0  0.0  4333896   2264 s004  Ss+  10:56AM   0:00.08 /bin/zsh --login -i
bach             15233   0.0  0.0  4309016   4688   ??  S    10:56AM   0:01.03 /Applications/GoLand.app/Contents/bin/fsnotifier
bach             13704   0.0  0.0  4319284    744   ??  Ss   10:35AM   0:00.09 ssh: /Users/bach/.ssh/master-quark.local-git@github.com:22 [mux]
bach             13701   0.0  0.0  4309956   4336   ??  S    10:35AM   0:00.03 /usr/bin/ssh-agent -l
bach             13584   0.0  0.3  4829236  53052   ??  S    10:32AM   0:00.92 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach             13580   0.0  0.9  5205308 157768   ??  S    10:32AM   1:03.45 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
_usbmuxd         13542   0.0  0.0  4360548   5220   ??  Ss   10:30AM   0:00.02 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd -launchd
root             13504   0.0  0.0  4350020   5100   ??  Ss   10:29AM   0:00.18 /usr/libexec/diagnosticd
bach             13447   0.0  0.1  4407904  15924   ??  Ss   10:23AM   0:03.64 /Applications/Backup and Sync.app/Contents/PlugIns/FinderSyncAPIExtension.appex/Contents/MacOS/FinderSyncAP
bach             13446   0.0  0.0  4315472   4588   ??  S    10:23AM   0:00.01 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Version
bach             13445   0.0  0.2  5013760  41280   ??  S    10:23AM   0:01.58 /Applications/Preview.app/Contents/MacOS/Preview
bach             13436   0.0  0.0  4839464   7292   ??  Ss   10:22AM   0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTL
bach             13435   0.0  0.0  4814544   4668   ??  Ss   10:22AM   0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTL
bach             13418   0.0  0.1  4899356  16992   ??  S    10:21AM   0:02.12 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/com.apple.CoreSimulator
_spotlight       13409   0.0  0.1  4336192  10996   ??  S    10:21AM   0:00.07 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach             13258   0.0  0.1  4407904  15172   ??  Ss   10:18AM   0:03.78 /Applications/Backup and Sync.app/Contents/PlugIns/FinderSyncAPIExtension.appex/Contents/MacOS/FinderSyncAP
bach             13255   0.0  0.0  4334024   6400   ??  S    10:18AM   0:00.02 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
bach             12766   0.0  0.0  4377164   7852   ??  S     9:53AM   0:00.07 /System/Library/PrivateFrameworks/DistributedEvaluation.framework/Versions/A/XPCServices/com.apple.siri-dis
bach             10672   0.0  0.1  4378884   9820   ??  Ss    4:56AM   0:00.13 /System/Library/Frameworks/iTunesLibrary.framework/Versions/A/XPCServices/com.apple.iTunesLibraryService.xp
bach             10670   0.0  0.2  4466288  26040   ??  Ss    4:56AM   0:09.24 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/media-indexer.xpc/Cont
bach             10667   0.0  0.1  4327448  10460   ??  S     4:56AM   0:00.19 /usr/libexec/silhouette
bach             10658   0.0  0.0  4376496   6384   ??  S     4:55AM   0:00.07 /System/Library/PrivateFrameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAge
root             10657   0.0  0.0  4378364   6388   ??  Ss    4:55AM   0:00.04 /usr/bin/sysdiagnose
bach             10656   0.0  0.1  4403484  19180   ??  Ss    4:55AM   0:00.12 /System/Library/PrivateFrameworks/PhotoLibraryPrivate.framework/Versions/A/Frameworks/PhotoLibraryServices.
root             10584   0.0  0.0  4299040    600   ??  SNs   4:55AM   0:00.01 /usr/libexec/periodic-wrapper daily
bach             10583   0.0  0.1  4377076  17388   ??  S     4:55AM   0:00.07 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/Mac
bach             10578   0.0  0.0  4349744   8080   ??  S     4:55AM   0:00.06 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
bach             10573   0.0  0.0  4333536   4276   ??  S     4:54AM   0:00.03 /usr/libexec/mobileactivationd
root              9269   0.0  0.1  4380256   8532   ??  Ss    1:55AM   0:01.05 /usr/libexec/rtcreportingd
bach              8863   0.0  0.1  4376964  13408   ??  S    12:56AM   0:00.09 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
_softwareupdate   8514   0.0  0.1  4361064   9560   ??  Ss   12:08AM   0:00.05 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdate_download_service
root              8377   0.0  0.0  4307704   4356   ??  Ss   11:51PM   0:00.02 /usr/libexec/applessdstatistics
bach              8248   0.0  0.1  4382796  15080   ??  S    11:36PM   0:00.18 /usr/libexec/keyboardservicesd
bach              8247   0.0  0.4  4635220  71092   ??  S    11:36PM   0:05.49 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
bach              8234   0.0  0.1  4352232  11344   ??  S    11:34PM   0:00.22 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/SpeechSynthesis.framework/Resources/com
bach              8227   0.0  0.1  4388708  15412   ??  S    11:33PM   0:00.81 /System/Library/PrivateFrameworks/CloudServices.framework/Versions/A/XPCServices/com.apple.sbd.xpc/Contents
bach              8225   0.0  0.1  4349800  24832   ??  S    11:33PM   0:00.05 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
bach              8176   0.0  0.2  4816208  38488   ??  S    11:31PM   0:02.07 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              8172   0.0  2.5  5413264 422556   ??  S    11:31PM   7:56.35 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              8171   0.0  0.2  4819280  37792   ??  S    11:31PM   0:03.00 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              7024   0.0  0.2  4813392  38820   ??  S    11:03PM   0:01.97 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              7022   0.0  0.6  4895800  96008   ??  S    11:03PM   1:05.38 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              6344   0.0  0.2  4812368  35572   ??  S    10:48PM   0:02.01 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              6339   0.0  0.6  4895528  95684   ??  S    10:47PM   0:43.23 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              5617   0.0  0.0  4333876   1092   ??  Ss   10:30PM   0:02.13 gpg-agent --homedir /Users/bach/.gnupg --use-standard-socket --daemon
bach              4778   0.0  0.2  4812496  36144   ??  S    10:14PM   0:02.15 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              4288   0.0  0.1  4377168   9672   ??  S     9:10PM   0:00.08 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
bach              3588   0.0  0.0  4378268   6116   ??  S     7:46PM   0:00.10 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
bach              3143   0.0  0.0  4339232   5428   ??  S     7:17PM   4:26.64 /Applications/SonoAir.app/Contents/Java/resources/osx/airconnect/bin/airupnp-osx-multi -l 1000:2000 -z
bach              2659   0.0  0.1  4363152  13040   ??  Ss    6:10PM   0:00.05 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/XPCServices/com.apple.CommerceKit.Transa
root              2658   0.0  0.1  4315988  11448   ??  Ss    6:10PM   0:00.02 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeinstalld
bach              2655   0.0  0.1  4379252  13320   ??  S     6:10PM   0:00.22 /System/Library/CoreServices/mapspushd
bach              1318   0.0  0.1  4933184  15904   ??  S     5:10PM   0:04.87 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
_spotlight        1205   0.0  0.1  4380576   8624   ??  S     4:59PM   0:00.31 /usr/libexec/trustd --agent
_spotlight        1199   0.0  0.1  4381692  11108   ??  S     4:59PM   0:00.56 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach              1198   0.0  0.1  4378500  10720   ??  S     4:59PM   0:01.40 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
bach              1197   0.0  0.2  4376288  26168   ??  S     4:59PM   0:00.10 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
bach              1196   0.0  0.2  4569872  25228   ??  S     4:59PM   0:00.47 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespot
bach              1195   0.0  0.1  4349924   8440   ??  S     4:59PM   0:00.05 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
bach              1193   0.0  0.0  4350080   5928   ??  S     4:59PM   0:00.13 /usr/libexec/assertiond
root              1191   0.0  0.0  4382832   6164   ??  Ss    4:59PM   0:00.26 /usr/libexec/dprivacyd
bach              1190   0.0  0.1  4379740  14544   ??  S     4:59PM   0:00.08 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storedownloadd
bach              1189   0.0  0.3  4522816  54140   ??  S     4:59PM   0:20.65 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
bach              1188   0.0  0.1  4380464  16980   ??  S     4:59PM   0:03.55 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
bach              1179   0.0  0.1  4377188  11452   ??  S     4:58PM   0:00.20 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
bach              1177   0.0  0.0  4379228   7264   ??  S     4:58PM   0:00.39 /System/Library/CoreServices/ScopedBookmarkAgent
bach              1176   0.0  0.1  4378496  22420   ??  S     4:58PM   0:00.30 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/Frameworks/CloudPhotosConfigurati
bach              1175   0.0  0.0  4382836   7004   ??  S     4:58PM   0:00.24 /System/Library/PrivateFrameworks/PhotoLibraryPrivate.framework/Versions/A/Support/photolibraryd
